0	0	1.84462e-07
1	2.04698	2.04698
2	5.73459	-0.5486
3	5.35069	-0.932497
4	2.66803	2.66803
5	2.14025	2.14025
6	1.63984	1.63984
7	6.00418	-0.279007
8	5.95126	-0.331925
9	4.21566	-2.06752
10	3.71525	-2.56793
11	2.3964	2.3964
12	4.34023	-1.94296
13	1.02411	1.02411
14	5.45685	-0.826333
15	1.74346	1.74346
16	1.59299	1.59299
17	3.44568	-2.8375
18	2.07594	2.07594
19	1.96702	1.96702
20	1.56642	1.56642
21	0.313855	0.313856
22	0.112297	0.112297
23	5.15922	-1.12397
24	3.66645	-2.61673
25	0.964561	0.964562
26	0.486352	0.486352
27	0.282548	0.282548
28	5.02931	-1.25388
29	3.7071	-2.57609
30	5.69343	-0.589759
31	3.80475	-2.47844
32	3.06422	3.06422
33	5.85211	-0.431078
34	4.72399	-1.5592
35	3.87347	-2.40972
36	3.27995	-3.00323
37	2.98746	2.98746
38	2.60594	2.60594
39	1.81096	1.81096
40	5.49857	-0.784618
41	3.90641	-2.37678
42	3.24297	-3.04022
43	1.23096	1.23096
44	0.224546	0.224546
45	5.69068	-0.592505
46	3.149	-3.13418
47	2.74361	2.74361
48	2.07492	2.07492
49	0.68452	0.68452
50	5.31462	-0.968561
51	1.77621	1.77621
52	1.44889	1.44889
53	1.40449	1.40449
54	1.22302	1.22302
55	5.7826	-0.500587
56	1.85182	1.85182
57	3.93726	-2.34593
58	3.43188	-2.8513
59	0.61011	0.61011
60	0.161252	0.161252
61	4.1567	-2.12649
62	2.91717	2.91717
63	1.35118	1.35118
64	5.63593	-0.647253
65	2.2429	2.2429
66	0.852503	0.852504
67	4.84795	-1.43523
68	1.33126	1.33126
69	4.78578	-1.49741
70	2.87125	2.87125
71	0.629603	0.629603
72	6.14244	-0.140745
73	6.13401	-0.149172
74	2.72109	2.72109
75	5.05856	-1.22462
76	4.67229	-1.6109
77	2.05224	2.05224
78	1.78731	1.78731
79	1.45298	1.45298
80	5.49451	-0.788673
81	4.84414	-1.43905
82	3.42942	-2.85376
83	4.96964	-1.31355
84	1.25624	1.25624
85	4.07557	-2.20762
86	2.64335	2.64335
87	1.91088	1.91088
88	0.832128	0.832129
89	0.144989	0.14499
90	3.59951	-2.68368
91	2.5299	2.5299
92	3.99779	-2.28539
93	2.98543	2.98543
94	2.48998	2.48999
95	1.87077	1.87077
96	1.04816	1.04816
97	5.99565	-0.287533
98	5.39443	-0.888751
99	5.37547	-0.907712
100	4.55564	-1.72754
101	4.03536	-2.24782
102	0.783484	0.783485
103	4.50721	-1.77598
104	3.31282	-2.97036
105	1.20342	1.20342
106	5.63616	-0.647026
107	5.2594	-1.02379
108	4.50805	-1.77514
109	3.95515	-2.32803
110	3.76031	-2.52287
111	1.19488	1.19488
112	4.67685	-1.60633
113	4.26666	-2.01652
114	1.96853	1.96853
115	3.77212	-2.51106
116	0.632706	0.632706
117	0.6306	0.6306
118	5.6448	-0.638384
119	2.43714	2.43714
120	1.46909	1.46909
121	0.94631	0.94631
122	0.526518	0.526518
123	4.24427	-2.03891
124	1.33777	1.33778
125	4.9255	-1.35769
126	3.5003	-2.78289
127	2.985	2.985
128	1.83185	1.83185
129	0.159387	0.159387
130	5.66403	-0.619151
131	3.26445	-3.01874
132	2.37724	2.37724
133	5.41746	-0.86573
134	4.39313	-1.89005
135	2.39469	2.39469
136	0.445242	0.445242
137	5.71607	-0.567118
138	5.17828	-1.10491
139	4.66298	-1.6202
140	2.95126	2.95126
141	2.80078	2.80078
142	4.6771	-1.60609
143	2.98117	2.98117
144	5.41969	-0.863491
145	3.94491	-2.33828
146	0.86292	0.86292
147	0.116983	0.116984
148	0.0145867	0.0145868
149	5.45567	-0.82752
150	1.07185	1.07185
151	5.4231	-0.860083
152	4.63363	-1.64955
153	3.39411	-2.88908
154	2.552	2.552
155	0.466202	0.466202
156	2.83343	2.83343
157	1.40824	1.40824
158	4.58509	-1.69809
159	4.14111	-2.14207
160	3.45397	-2.82921
161	2.45645	2.45645
162	0.949233	0.949234
163	5.11354	-1.16965
164	4.95865	-1.32454
165	1.72459	1.72459
166	0.162314	0.162314
167	5.3391	-0.944084
168	4.75833	-1.52486
169	3.905	-2.37818
170	2.20907	2.20907
171	1.99853	1.99853
172	5.15892	-1.12426
173	4.69055	-1.59263
174	3.83442	-2.44876
175	3.56264	-2.72055
176	1.06181	1.06181
177	0.946371	0.946371
178	6.05111	-0.232071
179	3.28363	-2.99955
180	3.23924	-3.04395
181	2.54946	2.54946
182	2.20106	2.20106
183	0.711901	0.711901
184	4.96029	-1.3229
185	3.05441	3.05441
186	2.73875	2.73875
187	0.942366	0.942366
188	4.97881	-1.30437
189	4.27043	-2.01275
190	2.07877	2.07877
191	1.52082	1.52082
192	1.50818	1.50818
193	0.896697	0.896697
194	4.6675	-1.61568
195	4.62523	-1.65795
196	3.97747	-2.30572
197	2.62482	2.62482
198	1.87347	1.87347
199	5.49931	-0.783874
200	3.34675	-2.93643
201	5.04328	-1.23991
202	4.04279	-2.24039
203	2.87385	2.87385
204	2.5113	2.5113
205	0.0104734	0.0104736
206	5.22405	-1.05914
207	4.2206	-2.06259
208	3.83194	-2.45124
209	3.40973	-2.87345
210	3.2238	-3.05938
211	1.93499	1.93499
212	1.5748	1.5748
213	6.16597	-0.117215
214	3.78818	-2.495
215	5.36222	-0.920967
216	1.23749	1.23749
217	3.28448	-2.99871
218	3.26552	-3.01767
219	5.7582	-0.524988
220	5.44254	-0.84065
221	2.30312	2.30312
222	0.362446	0.362446
223	6.16004	-0.123143
224	5.18906	-1.09413
225	4.91037	-1.37281
226	0.54907	0.54907
227	5.51004	-0.773141
228	3.85696	-2.42622
229	1.19333	1.19333
230	0.9284	0.928401
231	5.48798	-0.795205
232	2.03448	2.03448
233	5.79944	-0.483742
234	1.98216	1.98216
235	1.0053	1.0053
236	0.33134	0.33134
237	3.28905	-2.99413
238	2.95472	2.95472
239	2.78436	2.78436
240	5.75143	-0.531757
241	4.92048	-1.36271
242	3.82024	-2.46295
243	2.54796	2.54796
244	1.02254	1.02254
245	0.924492	0.924492
246	0.869433	0.869433
247	3.99645	-2.28674
248	3.74749	-2.53569
249	3.33011	-2.95308
250	3.00747	3.00747
251	1.947	1.947
252	1.03979	1.03979
253	0.51201	0.51201
254	5.17278	-1.11041
255	0.765907	0.765907
256	0.454885	0.454885
257	5.34076	-0.94243
258	4.56768	-1.71551
259	2.57822	2.57822
260	2.25324	2.25324
261	1.71544	1.71544
262	1.55834	1.55834
263	0.312299	0.312299
264	5.08827	-1.19492
265	4.33692	-1.94627
266	1.96997	1.96997
267	1.62861	1.62861
268	1.46046	1.46046
269	0.480669	0.480669
270	0.279111	0.279111
271	0.243208	0.243208
272	5.136	-1.14719
273	4.66763	-1.61556
274	3.53951	-2.74368
275	1.8748	1.8748
276	5.3905	-0.892684
277	4.59552	-1.68766
278	3.75622	-2.52696
279	2.31695	2.31695
280	1.93305	1.93305
281	6.09256	-0.190626
282	4.12542	-2.15777
283	2.66846	2.66846
284	1.82074	1.82074
285	1.04766	1.04767
286	5.03794	-1.24525
287	2.94276	2.94276
288	2.32354	2.32354
289	1.43348	1.43348
290	0.134697	0.134697
291	2.86853	2.86853
