0	0.00016579
0.01	0.000165801
0.02	0.000171331
0.03	0.000170749
0.04	0.000175498
0.05	0.000175307
0.06	0.000179265
0.07	0.000178833
0.08	0.000183355
0.09	0.000183357
0.1	0.000186871
0.11	0.000186819
0.12	0.00019072
0.13	0.000190805
0.14	0.000194305
0.15	0.000193812
0.16	0.000198389
0.17	0.000198469
0.18	0.000201642
0.19	0.000201705
0.2	0.000205342
0.21	0.000205531
0.22	0.000208781
0.23	0.000208571
0.24	0.000212579
0.25	0.000212708
0.26	0.000215812
0.27	0.000215809
0.28	0.000219372
0.29	0.000219429
0.3	0.000222657
0.31	0.000221875
0.32	0.000226557
0.33	0.000226525
0.34	0.000229325
0.35	0.000229323
0.36	0.000232628
0.37	0.000232723
0.38	0.000235651
0.39	0.000235319
0.4	0.000239008
0.41	0.000238996
0.42	0.000241771
0.43	0.000241609
0.44	0.00024483
0.45	0.000244732
0.46	0.000247579
0.47	0.00024683
0.48	0.000250776
0.49	0.000250552
0.5	0.000253084
0.51	0.000252787
0.52	0.000255784
0.53	0.000255564
0.54	0.000258161
0.55	0.000257488
0.56	0.000260839
0.57	0.000260463
0.58	0.000262889
0.59	0.000262326
0.6	0.000265206
0.61	0.000264638
0.62	0.000267191
0.63	0.000265515
0.64	0.000269867
0.65	0.00026913
0.66	0.000271068
0.67	0.000270399
0.68	0.000272858
0.69	0.000272251
0.7	0.000274315
0.71	0.000273237
0.72	0.00027605
0.73	0.000275261
0.74	0.000277127
0.75	0.00027615
0.76	0.000278443
0.77	0.000277496
0.78	0.000279386
0.79	0.000277744
0.8	0.000280718
0.81	0.000279581
0.82	0.000281096
0.83	0.00027985
0.84	0.000281808
0.85	0.00028061
0.86	0.000282137
0.87	0.000280449
0.88	0.000282709
0.89	0.000281298
0.9	0.000282591
0.91	0.000280967
0.92	0.000282683
0.93	0.000281051
0.94	0.00028238
0.95	0.000279812
0.96	0.000282577
0.97	0.000280727
0.98	0.000281513
0.99	0.000279618
1	0.000280873
1.01	0.000279015
1.02	0.000279835
1.03	0.00027747
1.04	0.00027902
1.05	0.000276928
1.06	0.00027749
1.07	0.000275177
1.08	0.000276149
1.09	0.000273844
1.1	0.000274385
1.11	0.000271344
1.12	0.000272964
1.13	0.000270419
1.14	0.000270536
1.15	0.00026785
1.16	0.000268399
1.17	0.000265738
1.18	0.000265835
1.19	0.000262645
1.2	0.000263472
1.21	0.000260539
1.22	0.000260374
1.23	0.000257181
1.24	0.000257453
1.25	0.00025418
1.26	0.00025411
1.27	0.000249407
1.28	0.000251505
1.29	0.000247978
1.3	0.000247038
1.31	0.000243599
1.32	0.000243198
1.33	0.000239781
1.34	0.000238948
1.35	0.000234991
1.36	0.0002349
1.37	0.000231212
1.38	0.00023011
1.39	0.000226179
1.4	0.000225488
1.41	0.000221554
1.42	0.000220418
1.43	0.000215718
1.44	0.00021567
1.45	0.00021148
1.46	0.000209891
1.47	0.000205543
1.48	0.000204389
1.49	0.000200066
1.5	0.000198443
1.51	0.000193573
1.52	0.000192683
1.53	0.00018809
1.54	0.000186176
1.55	0.000181325
1.56	0.000179833
1.57	0.000174958
1.58	0.000173051
1.59	0.000167168
1.6	0.000166724
1.61	0.000161606
1.62	0.000159091
1.63	0.00015389
1.64	0.000151855
1.65	0.000146685
1.66	0.000144191
1.67	0.00013847
1.68	0.000136723
1.69	0.000131297
1.7	0.000128519
1.71	0.000122842
1.72	0.000120488
1.73	0.000114822
1.74	0.000112023
1.75	0.000105574
1.76	0.000103888
1.77	9.79911e-05
1.78	9.47427e-05
1.79	8.86821e-05
1.8	8.58917e-05
1.81	7.98718e-05
1.82	7.66208e-05
1.83	7.00448e-05
1.84	6.75567e-05
1.85	6.12885e-05
1.86	5.77767e-05
1.87	5.12405e-05
1.88	4.81901e-05
1.89	4.16218e-05
1.9	3.82093e-05
1.91	3.03746e-05
1.92	2.8837e-05
1.93	2.20908e-05
1.94	1.79312e-05
1.95	1.11774e-05
1.96	7.57227e-06
1.97	8.75753e-07
1.98	-3.15572e-06
1.99	-1.04054e-05
2	-1.36472e-05
2.01	-2.05537e-05
2.02	-2.48175e-05
2.03	-3.19682e-05
2.04	-3.57681e-05
2.05	-4.28742e-05
2.06	-4.70916e-05
2.07	-5.49848e-05
2.08	-5.80461e-05
2.09	-6.53115e-05
2.1	-6.99368e-05
2.11	-7.73574e-05
2.12	-8.14808e-05
2.13	-8.88183e-05
2.14	-9.33745e-05
2.15	-0.000101258
2.16	-0.000105009
2.17	-0.000112515
2.18	-0.000117278
2.19	-0.000125029
2.2	-0.000129294
2.21	-0.000137003
2.22	-0.000141627
2.23	-0.000150368
2.24	-0.000153438
2.25	-0.00016123
2.26	-0.000166397
2.27	-0.000174264
2.28	-0.000178859
2.29	-0.000186616
2.3	-0.000191608
2.31	-0.000199903
2.32	-0.000204058
2.33	-0.000211932
2.34	-0.000217084
2.35	-0.000225183
2.36	-0.000229813
2.37	-0.000237813
2.38	-0.000242812
2.39	-0.000251593
2.4	-0.000255378
2.41	-0.000263429
2.42	-0.000268752
2.43	-0.000276948
2.44	-0.0002817
2.45	-0.000289761
2.46	-0.000294883
2.47	-0.000303486
2.48	-0.000307727
2.49	-0.000315891
2.5	-0.000321073
2.51	-0.000329513
2.52	-0.000334064
2.53	-0.000342546
2.54	-0.00034719
2.55	-0.000357799
2.56	-0.000359492
2.57	-0.000367521
2.58	-0.000373495
2.59	-0.000381469
2.6	-0.000386581
2.61	-0.000394419
2.62	-0.000399795
2.63	-0.000408169
2.64	-0.000412612
2.65	-0.000420478
2.66	-0.000425851
2.67	-0.000433921
2.68	-0.000438695
2.69	-0.000446597
2.7	-0.000451669
2.71	-0.000460332
2.72	-0.000464133
2.73	-0.000471934
2.74	-0.000477235
2.75	-0.000485154
2.76	-0.000489817
2.77	-0.000497518
2.78	-0.000502495
2.79	-0.000510693
2.8	-0.000514747
2.81	-0.000522371
2.82	-0.000527343
2.83	-0.00053516
2.84	-0.000539498
2.85	-0.000547133
2.86	-0.000551698
2.87	-0.000560344
2.88	-0.000563257
2.89	-0.000570643
2.9	-0.000575592
2.91	-0.000583028
2.92	-0.00058726
2.93	-0.00059444
2.94	-0.00059894
2.95	-0.000606601
2.96	-0.000610149
2.97	-0.000617175
2.98	-0.000621613
2.99	-0.000628807
3	-0.000632591
3.01	-0.00063953
3.02	-0.000643548
3.03	-0.000651221
3.04	-0.000653931
3.05	-0.000660596
3.06	-0.000664753
3.07	-0.00067152
3.08	-0.000674972
3.09	-0.00068144
3.1	-0.000685135
3.11	-0.000692074
3.12	-0.000694794
3.13	-0.000701051
3.14	-0.00070462
3.15	-0.000711057
3.16	-0.000713913
3.17	-0.000720128
3.18	-0.000723084
3.19	-0.000730567
3.2	-0.000731502
3.21	-0.000737201
3.22	-0.000740673
3.23	-0.000746383
3.24	-0.00074902
3.25	-0.000754409
3.26	-0.000757224
3.27	-0.000763073
3.28	-0.000764889
3.29	-0.000769997
3.3	-0.000772634
3.31	-0.000777893
3.32	-0.000779818
3.33	-0.000784749
3.34	-0.000786834
3.35	-0.000792482
3.36	-0.000793244
3.37	-0.000797746
3.38	-0.000799889
3.39	-0.00080449
3.4	-0.000805878
3.41	-0.00081011
3.42	-0.000811676
3.43	-0.000816353
3.44	-0.000816923
3.45	-0.000820811
3.46	-0.000822173
3.47	-0.000826219
3.48	-0.000826838
3.49	-0.000830561
3.5	-0.00083126
3.51	-0.000835971
3.52	-0.000835021
3.53	-0.000838143
3.54	-0.000839101
3.55	-0.0008423
3.56	-0.000842432
3.57	-0.000845243
3.58	-0.000845509
3.59	-0.000848764
3.6	-0.000848029
3.61	-0.00085045
3.62	-0.00085048
3.63	-0.000853052
3.64	-0.000852342
3.65	-0.000854532
3.66	-0.000853923
3.67	-0.000856825
3.68	-0.000854914
3.69	-0.00085656
3.7	-0.000855965
3.71	-0.000857734
3.72	-0.000856355
3.73	-0.000857714
3.74	-0.000856455
3.75	-0.000858265
3.76	-0.000856009
3.77	-0.00085697
